organization,switch,switch_serial,port_id,port_name,enabled,data_total,data_upstream,data_downstream,bandwidth_total,bandwidth_upstream,bandwidth_downstream,energy_total
BCMH,Telco ISP-2,Q2CX-YLGN-SMPZ,7,Primary MX port 4,True,846655,467236,379419,80.49999999999999,43.39999999999998,37.1,0.0
BCMH,Telco ISP-2,Q2CX-YLGN-SMPZ,8,Spare MX port 4,True,845964,484120,361844,80.59999999999998,46.5,34.100000000000016,0.0
BCMH,2nd Floor Stack 1 - 1,Q2QW-33JA-DJYS,1,ShoreTel,True,57402348,46377926,11024422,5442.5,4397.4000000000015,1045.1000000000001,2169.8000000000006
BCMH,2nd Floor Stack 1 - 1,Q2QW-33JA-DJYS,5,ShoreTel,True,735532,678165,57367,68.79999999999998,64.1,4.699999999999998,1668.4
BCMH,2nd Floor Stack 1 - 1,Q2QW-33JA-DJYS,6,ShoreTel,True,27868835,16529837,11338998,2642.1000000000004,1567.1,1075.0,2255.5
BCMH,2nd Floor Stack 1 - 1,Q2QW-33JA-DJYS,8,ShoreTel,True,671521764,643956264,27565500,63670.39999999999,61056.700000000004,2613.700000000001,2178.600000000001
BCMH,2nd Floor Stack 1 - 1,Q2QW-33JA-DJYS,9,ShoreTel,True,736455,680182,56273,69.5,64.39999999999999,5.1000000000000005,1702.8
BCMH,2nd Floor Stack 1 - 1,Q2QW-33JA-DJYS,12,Data,True,19416711,11722479,7694232,1840.9999999999998,1111.3999999999999,729.6000000000003,0.0
BCMH,2nd Floor Stack 1 - 1,Q2QW-33JA-DJYS,13,ShoreTel,True,744632,679449,65183,70.1,64.2,5.900000000000003,1675.4000000000003
BCMH,2nd Floor Stack 1 - 1,Q2QW-33JA-DJYS,14,ShoreTel,True,725537,678307,47230,67.59999999999998,64.2,3.4000000000000017,1699.6999999999998
BCMH,2nd Floor Stack 1 - 1,Q2QW-33JA-DJYS,20,ShoreTel,True,743949,678957,64992,70.1,64.2,5.900000000000003,1711.8999999999999
BCMH,2nd Floor Stack 1 - 1,Q2QW-33JA-DJYS,23,ShoreTel,True,368114883,347469212,20645671,34902.50000000001,32944.99999999999,1957.4999999999993,2174.3999999999996
BCMH,2nd Floor Stack 1 - 1,Q2QW-33JA-DJYS,27,ShoreTel Data,True,36880440,21357993,15522447,3496.5,2024.9999999999998,1471.5000000000002,2200.8
BCMH,2nd Floor Stack 1 - 1,Q2QW-33JA-DJYS,28,Data,True,28830008,20061996,8768012,2733.6000000000004,1902.1999999999996,831.3999999999999,0.0
BCMH,2nd Floor Stack 1 - 1,Q2QW-33JA-DJYS,36,Voice and Data,True,22754660,18675581,4079079,2157.4000000000005,1770.7000000000003,386.7,0.0
BCMH,2nd Floor Stack 1 - 1,Q2QW-33JA-DJYS,37,Static,True,3968629,2203917,1764712,376.7,209.10000000000002,167.60000000000002,4996.200000000001
BCMH,2nd Floor Stack 1 - 1,Q2QW-33JA-DJYS,49,,True,3683129826,398442955,3284686871,349215.1,37778.200000000004,311436.9,0.0
BCMH,2nd Floor Stack 1 - 1,Q2QW-33JA-DJYS,53,,True,969967219,870373101,99594118,91967.2,82524.20000000001,9443.0,0.0
BCMH,2nd Floor Stack 1 - 1,Q2QW-33JA-DJYS,54,,True,2059249730,1842008875,217240855,195247.3,174649.9,20597.400000000005,0.0
BCMH,Data Center Stack 1-6,Q2QW-38ME-C8SH,11,iDRAC,True,492403748,492325954,77794,46686.399999999994,46679.799999999996,6.600000000000002,0.0
BCMH,Data Center Stack 1-6,Q2QW-38ME-C8SH,40,Spanning Tree East Wing 1/2/40,True,508040270,466891943,41148327,48170.69999999998,44268.50000000001,3902.199999999995,0.0
BCMH,Data Center Stack 1-6,Q2QW-38ME-C8SH,46,Nimble Eth 4,True,494901858,492770565,2131293,46924.1,46721.899999999994,202.20000000000002,0.0
BCMH,Data Center Stack 1-6,Q2QW-38ME-C8SH,47,Firepower Secondary,True,493255512,492567839,687673,46767.89999999999,46702.6,65.3,0.0
BCMH,Data Center Stack 1-6,Q2QW-38ME-C8SH,53,,True,57136984484,10670803805,46466180679,5417432.500000001,1011750.2000000001,4405682.300000002,0.0
BCMH,Data Center Stack 1-6,Q2QW-38ME-C8SH,54,,True,57140993492,46469252618,10671740874,5417812.5,4405973.8,1011838.7000000002,0.0
BCMH,Radiology 1 Stack 1-4,Q2QW-38W3-E6Y6,1,ShoreTel,True,1182612,819149,363463,112.3,77.89999999999999,34.4,1770.1
BCMH,Radiology 1 Stack 1-4,Q2QW-38W3-E6Y6,2,ShoreTel,True,8326514,5409111,2917403,789.8999999999997,513.1,276.8,0.0
BCMH,Radiology 1 Stack 1-4,Q2QW-38W3-E6Y6,3,ShoreTel,True,462948316,101878,462846438,43894.9,10.199999999999994,43884.7,0.0
BCMH,Radiology 1 Stack 1-4,Q2QW-38W3-E6Y6,4,ShoreTel,True,121067034,109226330,11840704,11478.9,10356.299999999997,1122.6,2174.9
BCMH,Radiology 1 Stack 1-4,Q2QW-38W3-E6Y6,5,ShoreTel,True,16407638,12740292,3667346,1555.7,1207.8999999999999,347.79999999999995,2153.3999999999996
BCMH,Radiology 1 Stack 1-4,Q2QW-38W3-E6Y6,7,ShoreTel,True,780595,615117,165478,73.60000000000001,58.0,15.6,1735.8000000000002
BCMH,Radiology 1 Stack 1-4,Q2QW-38W3-E6Y6,11,ShoreTel,True,13608800,8112047,5496753,1290.5,769.1999999999998,521.2999999999998,0.0
BCMH,Radiology 1 Stack 1-4,Q2QW-38W3-E6Y6,12,ShoreTel,True,578802,513728,65074,54.900000000000006,49.000000000000014,5.900000000000003,1650.4
BCMH,Radiology 1 Stack 1-4,Q2QW-38W3-E6Y6,14,ShoreTel,True,15016278,8163335,6852943,1423.8000000000002,774.2000000000002,649.5999999999998,0.0
BCMH,Radiology 1 Stack 1-4,Q2QW-38W3-E6Y6,15,ShoreTel,True,5483467,4071979,1411488,520.0,386.30000000000007,133.70000000000002,0.0
BCMH,Radiology 1 Stack 1-4,Q2QW-38W3-E6Y6,18,ShoreTel,True,579910,522572,57338,54.80000000000002,49.70000000000001,5.099999999999999,1695.7
BCMH,Radiology 1 Stack 1-4,Q2QW-38W3-E6Y6,19,ShoreTel,True,51655824,42857370,8798454,4897.699999999999,4063.4000000000015,834.3000000000001,2229.1
BCMH,Radiology 1 Stack 1-4,Q2QW-38W3-E6Y6,20,ShoreTel,True,560006,512832,47174,52.40000000000002,49.000000000000014,3.4000000000000017,1692.9000000000003
BCMH,Radiology 1 Stack 1-4,Q2QW-38W3-E6Y6,21,ShoreTel,True,46963730,41292596,5671134,4452.4,3915.0999999999995,537.3,2148.1
BCMH,Radiology 1 Stack 1-4,Q2QW-38W3-E6Y6,22,ShoreTel,True,560182,512931,47251,52.40000000000002,49.000000000000014,3.4000000000000017,1646.6000000000001
BCMH,Radiology 1 Stack 1-4,Q2QW-38W3-E6Y6,23,ShoreTel,True,559995,512826,47169,52.40000000000002,49.000000000000014,3.4000000000000017,1717.3000000000002
BCMH,Radiology 1 Stack 1-4,Q2QW-38W3-E6Y6,24,ShoreTel,True,618329,541451,76878,58.20000000000002,51.500000000000014,6.700000000000001,1647.7000000000003
BCMH,Radiology 1 Stack 1-4,Q2QW-38W3-E6Y6,25,ShoreTel,True,570041,517447,52594,54.20000000000001,49.30000000000001,4.9,1729.3999999999999
BCMH,Radiology 1 Stack 1-4,Q2QW-38W3-E6Y6,26,AVTech Temp Sensor,True,492049,486903,5146,46.29999999999999,46.199999999999996,0.1,1783.2999999999997
BCMH,Radiology 1 Stack 1-4,Q2QW-38W3-E6Y6,28,ShoreTel,True,613549,529752,83797,58.1,50.40000000000002,7.700000000000002,1649.0
BCMH,Radiology 1 Stack 1-4,Q2QW-38W3-E6Y6,34,Static,True,408728,344338,64390,38.7,32.500000000000014,6.200000000000003,0.0
BCMH,Radiology 1 Stack 1-4,Q2QW-38W3-E6Y6,36,ER Cameras,True,19653396,888705,18764691,1862.9999999999998,84.19999999999999,1778.8000000000004,0.0
BCMH,Radiology 1 Stack 1-4,Q2QW-38W3-E6Y6,37,Meraki Camera,True,9413038,2933997,6479041,892.5000000000002,278.09999999999997,614.4,3056.7000000000007
BCMH,Radiology 1 Stack 1-4,Q2QW-38W3-E6Y6,38,Static - Jeff Ultrasound,True,38746825,892411,37854414,3673.8999999999996,84.8,3589.1000000000004,0.0
BCMH,Radiology 1 Stack 1-4,Q2QW-38W3-E6Y6,40,Spanning Tree to Data Cntr 1/1/40,True,508278190,41388411,466889779,48193.0,3924.9999999999955,44268.0,0.0
BCMH,Radiology 1 Stack 1-4,Q2QW-38W3-E6Y6,44,Hillrom,True,1643091,763859,879232,155.0,71.39999999999996,83.60000000000005,0.0
BCMH,Radiology 1 Stack 1-4,Q2QW-38W3-E6Y6,45,ED Parking Lot Camera,True,821622056,26262757,795359299,77902.4,2490.2000000000003,75412.20000000001,3889.1999999999985
BCMH,Radiology 1 Stack 1-4,Q2QW-38W3-E6Y6,48,Wireless AP,True,407550,309292,98258,37.4,28.099999999999984,9.3,0.0
BCMH,Radiology 1 Stack 1-4,Q2QW-38W3-E6Y6,54,,True,1706023907,922520646,783503261,161756.5,87468.5,74288.0,0.0
BCMH,Telco Rm Stack 1-1,Q2QW-397F-6SV2,3,ShoreTel,True,16841749,11434304,5407445,1597.1000000000001,1084.3,512.8,2166.9000000000005
BCMH,Telco Rm Stack 1-1,Q2QW-397F-6SV2,4,ShoreTel,True,1229089,1161803,67286,116.09999999999997,109.9,6.200000000000003,1637.9
BCMH,Telco Rm Stack 1-1,Q2QW-397F-6SV2,5,ShoreTel,True,28891589,20181878,8709711,2739.3999999999996,1913.6999999999998,825.6999999999999,2178.2000000000003
BCMH,Telco Rm Stack 1-1,Q2QW-397F-6SV2,6,ShoreTel,True,676491315,654193719,22297596,64141.399999999994,62027.29999999999,2114.1000000000004,2234.6
BCMH,Telco Rm Stack 1-1,Q2QW-397F-6SV2,7,ShoreTel,True,5420438,4204794,1215644,513.5,398.5,115.0,0.0
BCMH,Telco Rm Stack 1-1,Q2QW-397F-6SV2,8,ShoreTel,True,22966767,15856357,7110410,2177.6,1503.2999999999997,674.3000000000001,2200.7
BCMH,Telco Rm Stack 1-1,Q2QW-397F-6SV2,9,ShoreTel,True,1482959,1289048,193911,140.6,122.40000000000002,18.199999999999996,1746.5999999999997
BCMH,Telco Rm Stack 1-1,Q2QW-397F-6SV2,10,ShoreTel,True,1218802,1166419,52383,114.30000000000001,110.4,3.9000000000000017,1696.4
BCMH,Telco Rm Stack 1-1,Q2QW-397F-6SV2,12,ShoreTel,True,689203302,663739530,25463772,65346.7,62932.49999999998,2414.2000000000003,2286.8
BCMH,Telco Rm Stack 1-1,Q2QW-397F-6SV2,13,ShoreTel,True,1228949,1161836,67113,116.09999999999997,109.9,6.200000000000003,1685.0999999999997
BCMH,Telco Rm Stack 1-1,Q2QW-397F-6SV2,14,ShoreTel,True,1567746,1338854,228892,148.4,126.79999999999998,21.6,1714.6
BCMH,Telco Rm Stack 1-1,Q2QW-397F-6SV2,15,ShoreTel,True,1211282,1163837,47445,115.79999999999997,110.39999999999999,5.400000000000001,1774.5999999999997
BCMH,Telco Rm Stack 1-1,Q2QW-397F-6SV2,16,ShoreTel,True,1463323,1288063,175260,139.2,122.40000000000002,16.799999999999997,1720.4
BCMH,Telco Rm Stack 1-1,Q2QW-397F-6SV2,20,ShoreTel,True,367233317,350078834,17154483,34819.4,33192.70000000001,1626.7,1954.2999999999997
BCMH,Telco Rm Stack 1-1,Q2QW-397F-6SV2,21,ShoreTel,True,31546565,19813153,11733412,2991.1999999999994,1878.5999999999997,1112.6000000000004,2176.9
BCMH,Telco Rm Stack 1-1,Q2QW-397F-6SV2,22,ShoreTel,True,5224123,4175855,1048268,494.8,395.7,99.10000000000001,1916.0999999999997
BCMH,Telco Rm Stack 1-1,Q2QW-397F-6SV2,23,ShoreTel,True,185742911,175448208,10294703,17611.0,16635.2,975.8000000000001,1975.3999999999994
BCMH,Telco Rm Stack 1-1,Q2QW-397F-6SV2,24,ShoreTel,True,59492807,52402941,7089866,5640.7,4968.499999999998,672.2,2137.7999999999997
BCMH,Telco Rm Stack 1-1,Q2QW-397F-6SV2,25,ShoreTel,True,1223641,1167769,55872,115.00000000000003,110.6,4.400000000000001,1689.2
BCMH,Telco Rm Stack 1-1,Q2QW-397F-6SV2,27,ShoreTel,True,1226741,1161710,65031,115.79999999999997,109.9,5.900000000000003,1708.0999999999997
BCMH,Telco Rm Stack 1-1,Q2QW-397F-6SV2,31,ShoreTel,True,1235574,1165260,70314,116.79999999999998,110.3,6.500000000000003,1645.6
BCMH,Telco Rm Stack 1-1,Q2QW-397F-6SV2,32,ShoreTel,True,17516885,12470294,5046591,1660.8000000000002,1182.4,478.3999999999999,0.0
BCMH,Telco Rm Stack 1-1,Q2QW-397F-6SV2,33,ShoreTel,True,1240998,1172203,68795,116.80000000000001,110.89999999999999,5.899999999999997,1661.9999999999998
BCMH,Telco Rm Stack 1-1,Q2QW-397F-6SV2,34,Camera,True,3738124,2206869,1531255,354.4000000000001,209.3,145.10000000000002,4126.099999999999
BCMH,Telco Rm Stack 1-1,Q2QW-397F-6SV2,37,Static,True,363688,341523,22165,34.30000000000001,32.60000000000001,1.7000000000000004,0.0
BCMH,Telco Rm Stack 1-1,Q2QW-397F-6SV2,38,Static,True,736850,620148,116702,69.79999999999998,58.699999999999996,11.100000000000005,0.0
BCMH,Telco Rm Stack 1-1,Q2QW-397F-6SV2,39,Static,True,528885,493004,35881,49.8,46.6,3.2000000000000015,0.0
BCMH,Telco Rm Stack 1-1,Q2QW-397F-6SV2,41,Static,True,365774,364201,1573,34.900000000000006,34.800000000000004,0.1,0.0
BCMH,Telco Rm Stack 1-1,Q2QW-397F-6SV2,43,Static,True,685529,384606,300923,65.2,36.5,28.700000000000006,0.0
BCMH,Telco Rm Stack 1-1,Q2QW-397F-6SV2,48,Rich Hill Uplink,True,1004150250,878751187,125399063,95208.09999999999,83318.5,11889.599999999999,0.0
BCMH,Telco Rm Stack 1-1,Q2QW-397F-6SV2,49,port 49 to 410-18,True,4906722454,559412309,4347310145,465229.8999999999,53040.5,412189.4,0.0
BCMH,Telco Rm Stack 1-1,Q2QW-397F-6SV2,53,,True,1935844630,1605448406,330396224,183546.69999999998,152220.4,31326.299999999996,0.0
BCMH,East Class Room,Q2QW-398G-ARXG,2,Shortel,True,2309174,2100488,208686,218.79999999999995,198.99999999999994,19.8,0.0
BCMH,East Class Room,Q2QW-398G-ARXG,4,Shortel,True,7261654,6256449,1005205,688.3000000000001,593.0,95.3,0.0
BCMH,East Class Room,Q2QW-398G-ARXG,5,Shortel,True,1112006,1045860,66146,104.10000000000001,98.89999999999998,5.1999999999999975,1720.6000000000001
BCMH,East Class Room,Q2QW-398G-ARXG,11,Shortel,True,40208399,38620212,1588187,3812.299999999999,3661.4999999999995,150.79999999999998,0.0
BCMH,East Class Room,Q2QW-398G-ARXG,12,Shortel,True,9673891,8843830,830061,917.1000000000001,838.5,78.6,0.0
BCMH,East Class Room,Q2QW-398G-ARXG,13,Shortel,True,5674693,5070768,603925,537.8000000000002,480.49999999999994,57.300000000000004,0.0
BCMH,East Class Room,Q2QW-398G-ARXG,14,Shortel,True,7522005,6396656,1125349,713.1000000000003,606.3000000000001,106.8,0.0
BCMH,East Class Room,Q2QW-398G-ARXG,15,Shortel,True,1048452,1016881,31571,99.8,96.69999999999997,3.1000000000000014,0.0
BCMH,East Class Room,Q2QW-398G-ARXG,16,Shortel,True,92318622,89381085,2937537,8753.199999999995,8474.699999999997,278.5,0.0
BCMH,East Class Room,Q2QW-398G-ARXG,19,Shortel,True,8885880,8118511,767369,842.6999999999996,769.8999999999997,72.8,0.0
BCMH,East Class Room,Q2QW-398G-ARXG,21,Shortel,True,3647598,3478550,169048,345.59999999999997,329.6,16.0,0.0
BCMH,East Class Room,Q2QW-398G-ARXG,23,Shortel,True,2339096,2129785,209311,221.39999999999995,201.69999999999993,19.700000000000003,0.0
BCMH,East Class Room,Q2QW-398G-ARXG,25,Data 130,True,4894227,4687691,206536,464.19999999999993,444.59999999999997,19.6,0.0
BCMH,East Class Room,Q2QW-398G-ARXG,31,Data 130,True,8718689,8225034,493655,826.5999999999997,779.8999999999997,46.7,0.0
BCMH,East Class Room,Q2QW-398G-ARXG,48,Trk ETH 48 - EWC 1-48,True,681085631,10294153,670791478,64576.9,975.9000000000007,63601.00000000001,0.0
BCMH,Surgery Stack 1-6,Q2QW-3BTX-H7W2,1,ShoreTel,True,1148699,1148699,0,109.29999999999998,109.29999999999998,0.0,0.0
BCMH,Surgery Stack 1-6,Q2QW-3BTX-H7W2,2,ShoreTel,True,855333,789982,65351,81.00000000000001,75.0,6.000000000000003,1699.8
BCMH,Surgery Stack 1-6,Q2QW-3BTX-H7W2,3,ShoreTel,True,75821757,66347764,9473993,7189.2,6290.799999999998,898.4,0.0
BCMH,Surgery Stack 1-6,Q2QW-3BTX-H7W2,4,ShoreTel,True,1806270,1271068,535202,171.39999999999998,120.6,50.8,1900.7
BCMH,Surgery Stack 1-6,Q2QW-3BTX-H7W2,7,ShoreTel,True,18190927,13470452,4720475,1724.6,1277.1,447.49999999999994,0.0
BCMH,Surgery Stack 1-6,Q2QW-3BTX-H7W2,10,ShoreTel,True,892895,809776,83119,84.20000000000003,76.6,7.600000000000001,1763.6000000000001
BCMH,Surgery Stack 1-6,Q2QW-3BTX-H7W2,12,ShoreTel,True,855487,790358,65129,80.9,75.0,5.900000000000003,1701.0999999999997
BCMH,Surgery Stack 1-6,Q2QW-3BTX-H7W2,13,ShoreTel,True,1518743,1122610,396133,143.99999999999997,106.49999999999999,37.5,1753.2
BCMH,Surgery Stack 1-6,Q2QW-3BTX-H7W2,14,ShoreTel,True,859891,792566,67325,81.30000000000001,75.2,6.100000000000002,1698.1
BCMH,Surgery Stack 1-6,Q2QW-3BTX-H7W2,16,ShoreTel,True,1044562,886327,158235,98.79999999999998,84.10000000000001,14.699999999999996,1713.0
BCMH,Surgery Stack 1-6,Q2QW-3BTX-H7W2,18,ShoreTel,True,1044056,883913,160143,98.60000000000001,83.6,15.0,1633.4999999999998
BCMH,Surgery Stack 1-6,Q2QW-3BTX-H7W2,19,ShoreTel,True,31103571,20437094,10666477,2948.9000000000005,1937.7999999999997,1011.0999999999999,2201.6000000000004
BCMH,Surgery Stack 1-6,Q2QW-3BTX-H7W2,21,ShoreTel,True,11287845,7599233,3688612,1070.4,720.5,349.9,0.0
BCMH,Surgery Stack 1-6,Q2QW-3BTX-H7W2,23,ShoreTel,True,10074206,8768992,1305214,955.1,831.4000000000001,123.69999999999999,0.0
BCMH,Surgery Stack 1-6,Q2QW-3BTX-H7W2,24,ShoreTel,True,13464568,7303452,6161116,1276.3000000000002,692.4,583.9,0.0
BCMH,Surgery Stack 1-6,Q2QW-3BTX-H7W2,40,Spanning Tree to Data Cntr 1/2/40,True,488734373,21841813,466892560,46339.99999999999,2071.599999999995,44268.4,0.0
BCMH,Surgery Stack 1-6,Q2QW-3BTX-H7W2,41,Static,True,26189251,13129902,13059349,2483.0999999999995,1244.9,1238.2,0.0
BCMH,Surgery Stack 1-6,Q2QW-3BTX-H7W2,42,Static,True,896529,854425,42104,84.0,80.90000000000002,3.1000000000000014,0.0
BCMH,Surgery Stack 1-6,Q2QW-3BTX-H7W2,44,FireLake Controller,True,18533113,5585982,12947131,1757.2,529.6999999999998,1227.5,0.0
BCMH,Surgery Stack 1-6,Q2QW-3BTX-H7W2,48,Wireless Ap,True,111328309,103205708,8122601,10556.0,9785.699999999999,770.3000000000002,4448.7
BCMH,Surgery Stack 1-6,Q2QW-3BTX-H7W2,53,,True,2697196538,230112563,2467083975,255734.59999999995,21818.4,233916.2,0.0
BCMH,Surgery Stack 1-6,Q2QW-3BTX-H7W2,54,,True,2459852181,2277875101,181977080,233230.50000000006,215976.30000000008,17254.199999999997,0.0
BCMH,Surgery Stack 1-3,Q2QW-3CG6-95SR,1,ShoreTel,True,858384,790634,67750,81.50000000000001,75.2,6.3000000000000025,1731.4999999999998
BCMH,Surgery Stack 1-3,Q2QW-3CG6-95SR,2,ShoreTel,True,89456703,79189128,10267575,8482.100000000004,7508.299999999998,973.8000000000002,2194.8
BCMH,Surgery Stack 1-3,Q2QW-3CG6-95SR,3,ShoreTel,True,42399283,28172955,14226328,4019.9999999999995,2671.2,1348.8,2181.8
BCMH,Surgery Stack 1-3,Q2QW-3CG6-95SR,4,ShoreTel,True,29814360,24644690,5169670,2827.0000000000005,2336.8,490.20000000000005,0.0
BCMH,Surgery Stack 1-3,Q2QW-3CG6-95SR,5,OPC MFP,True,3044625,2867167,177458,288.49999999999994,271.70000000000005,16.8,0.0
BCMH,Surgery Stack 1-3,Q2QW-3CG6-95SR,6,ShoreTel,True,28304567,22719641,5584926,2683.6000000000004,2154.0,529.6,0.0
BCMH,Surgery Stack 1-3,Q2QW-3CG6-95SR,7,ShoreTel,True,871591,798177,73414,82.2,75.69999999999997,6.5000000000000036,1718.3999999999996
BCMH,Surgery Stack 1-3,Q2QW-3CG6-95SR,8,ShoreTel,True,32924254,26309775,6614479,3122.1,2494.7,627.4,0.0
BCMH,Surgery Stack 1-3,Q2QW-3CG6-95SR,9,ShoreTel,True,874810,798485,76325,82.80000000000001,75.69999999999997,7.100000000000001,1712.1000000000001
BCMH,Surgery Stack 1-3,Q2QW-3CG6-95SR,10,ShoreTel,True,30103540,24052897,6050643,2854.6,2280.6999999999994,573.9,0.0
BCMH,Surgery Stack 1-3,Q2QW-3CG6-95SR,11,ShoreTel,True,1028167,876093,152074,97.30000000000001,83.1,14.199999999999992,1708.9999999999998
BCMH,Surgery Stack 1-3,Q2QW-3CG6-95SR,12,ShoreTel,True,30143986,24404984,5739002,2857.9999999999995,2313.9,544.0999999999999,0.0
BCMH,Surgery Stack 1-3,Q2QW-3CG6-95SR,13,ShoreTel,True,100394615,92544570,7850045,9518.9,8774.500000000002,744.4,2171.5000000000005
BCMH,Surgery Stack 1-3,Q2QW-3CG6-95SR,15,ShoreTel,True,32436245,25900106,6536139,3075.6,2455.7999999999997,619.8,0.0
